470359;470359 Альянс (ЛО Гатчинский р-н п. Пудость Зайончковского ул. д. 6);10272987
470360;470360 АЗС Фаэтон (ЛО Кировский р-н п. Путилово);10274707
470370;470370 Пятерочка (ЛО Сланцевский р-н г. Сланцы Кирова ул. д. 16);10273400
470371;470371 Полушка (ЛО Ломоносовский р-н д. Разбегаево Березовая ул. д. 1);10274699
470372;470372 Перекресток (Камышовая ул. д. 17 к. 1);10275580
470373;470373 ТК (ЛО Всеволожский р-н пгт Рахья Ленинградское ш. д. 14 А);10273561
470374;470374 Семья (ЛО Лужский р-н д. Ретюнь);10274485
470375;470375 Союз (ЛО п. Решетниково);10273956
470376;470376 Вертикаль (ЛО Выборгский р-н пгт Рощино Садовая ул. у д. 5);10273012
470377;470377 АЗС Шелл (ЛО Тосненский р-н пгт Рябово массив Ушаки уч. 170/3);10272982
470378;470378 АЗС Шелл (ЛО п. Рябово 84 км. а.т. СПб-Москва);10272981
470379;470379 Даша (ЛО Выборгский р-н п. Рябово Центральное ш. д. 10/2);10273292
470380;470380 Продукты (ЛО Тосненский р-н. пгт. Рябово Рычина ул. д. 12);10274698
471292;471292 Семья (ЛО, Тосненский р-н, г Никольское, Школьная ул., д. 2);10281336
471293;471293 Народный Фермер (СПб, Дачный пр. д. 19 к. 1);10276686
471294;471294 ТК Милан (ЛО г. Светогорск Пограничная ул. д. 7);10273675
471296;471296 ТК Южный (ЛО г. Светогорск Красноармейская ул. д. 18);10273298
471297;471297 Семья (ЛО Выборгский р-н г. Светогорск Пограничная ул. д. 7);10273674
471298;471298 Дикси (Вознесенский пр. д. 43);10271418
471300;471300 Дикси (Б. Пушкарская ул. д. 10);10271419
471301;471301 Дикси (Малый пр. В.О. д. 39);10271421
471302;471302 Пятерочка (ЛО Кингисеппский р-н Вистинская волость Вистино Ижорская ул. д. 1);10273539
471303;471303 Продукты (ЛО Всеволожский р-н г. Сертолово микрн. Сертолово-2 Мира-1);10273897
471304;471304 Дикси (Декабристов ул. д. 56);10271422
471305;471305 Дикси (реки Фонтанки наб. д. 77);10271424
471306;471306 Икс-Трим (ЛО Всеволожский р-н г. Сертолово Молодцова ул. д. 8 к. 2 офис 1Н);10273205
471315;471315 Семья (ЛО Гатчинский р-н пгт. Сиверский Вокзальная ул. д. 10);10274738
471316;471316 Продукты (ЛО Кировский р-н пгт. Синявино Кравченко ул. д. 6);10273272
471317;471317 Шапито (ЛО Сланцевский р-н г. Сланцы Ленина ул. д. 28);10274486
471318;471318 ТК (ЛО Сланцевский р-н г. Сланцы Маяковского ул. д. 9);10273399
471319;471319 Ломоносовский Универсальный (Ломоносовский р-н Ропшинская волость сад-во Труд инвалида квартал 1);10273686
